[2J[;HPSoC 6 MCU With RSSI Client 
[INFO] : BLE stack started 
[INFO] : BLE Event 0x3002
[INFO] : BLE Event 0x2004
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x400B
Button has been pressed 
[INFO] RSSI sampling started
[INFO] RSSI values: -59 -63 -68 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -66 -63 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -68 -62 
[INFO] RSSI values: -52 -68 -63 
[INFO] RSSI values: -52 -67 -62 
[INFO] RSSI values: -52 -70 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -67 -63 
[INFO] RSSI values: -52 -67 -63 
[INFO] RSSI values: -52 -66 -63 
[INFO] RSSI values: -52 -66 -65 
[INFO] RSSI values: -53 -66 -63 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -63 -62 
[INFO] RSSI values: -52 -63 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -53 -64 -60 
[INFO] RSSI values: -52 -64 -60 
[INFO] RSSI values: -52 -64 -63 
[INFO] RSSI values: -53 -63 -64 
[INFO] RSSI values: -52 -63 -62 
[INFO] RSSI values: -52 -62 -62 
[INFO] RSSI values: -52 -62 -62 
[INFO] RSSI values: -52 -62 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -63 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -53 -65 -62 
[INFO] RSSI values: -53 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -64 -63 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -65 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -64 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -53 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -63 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -66 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
[INFO] RSSI values: -52 -65 -62 
