[2J[;HPSoC 6 MCU With RSSI Client 
[INFO] : BLE stack started 
[INFO] : BLE Event 0x3002
[INFO] : BLE Event 0x2004
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x400B
Button has been pressed 
[INFO] RSSI sampling started
[INFO] RSSI values: -71 -56 -55 
[INFO] RSSI values: -67 -49 -55 
[INFO] RSSI values: -66 -49 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -67 -49 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -49 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -49 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -66 -49 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -49 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -67 -47 -54 
[INFO] RSSI values: -67 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -67 -48 -54 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -67 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -54 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -66 -48 -55 
[INFO] RSSI values: -67 -48 -55 
[INFO] RSSI values: -67 -48 -54 
