[2J[;HPSoC 6 MCU With RSSI Client 
[INFO] : BLE stack started 
[INFO] : BLE Event 0x3002
[INFO] : BLE Event 0x2004
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x400B
Button has been pressed 
[INFO] RSSI sampling started
[INFO] RSSI values: -65 -58 -62 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -68 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -57 
[INFO] RSSI values: -68 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -52 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -57 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -70 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] RSSI values: -69 -51 -56 
[INFO] : BLE timeout event
