,Server-RSSI-1,Server-RSSI-2,Server-RSSI-3,Square,Point
118,-61,-51,-61,s11,1
119,-61,-51,-61,s11,1
120,-60,-51,-61,s11,1
121,-60,-51,-61,s11,1
122,-60,-51,-61,s11,1
123,-60,-51,-61,s11,1
124,-60,-51,-61,s11,1
125,-60,-51,-60,s11,1
126,-60,-51,-61,s11,1
127,-60,-51,-60,s11,1
128,-60,-51,-60,s11,1
129,-60,-51,-60,s11,1
130,-60,-51,-60,s11,1
131,-60,-51,-60,s11,1
132,-60,-51,-60,s11,1
133,-60,-51,-60,s11,1
134,-60,-51,-60,s11,1
135,-60,-51,-60,s11,1
136,-60,-51,-61,s11,1
137,-61,-51,-60,s11,1
138,-60,-51,-61,s11,1
139,-61,-51,-61,s11,1
140,-60,-51,-61,s11,1
141,-60,-51,-61,s11,1
142,-60,-51,-60,s11,1
143,-60,-51,-61,s11,1
144,-61,-51,-61,s11,1
145,-60,-51,-61,s11,1
146,-60,-51,-61,s11,1
147,-60,-51,-61,s11,1
148,-60,-51,-61,s11,1
149,-60,-51,-61,s11,1
150,-60,-51,-61,s11,1
151,-60,-51,-61,s11,1
152,-60,-51,-61,s11,1
153,-60,-51,-61,s11,1
154,-60,-51,-61,s11,1
155,-60,-51,-61,s11,1
156,-60,-51,-61,s11,1
157,-60,-51,-61,s11,1
158,-60,-51,-61,s11,1
159,-60,-51,-61,s11,1
160,-60,-51,-61,s11,1
161,-60,-51,-60,s11,1
162,-60,-51,-61,s11,1
163,-60,-51,-61,s11,1
164,-60,-51,-61,s11,1
165,-60,-51,-61,s11,1
166,-60,-51,-61,s11,1
167,-60,-51,-61,s11,1
168,-60,-51,-61,s11,1
169,-60,-51,-61,s11,1
170,-60,-51,-61,s11,1
171,-60,-51,-60,s11,1
172,-61,-51,-60,s11,1
173,-61,-51,-60,s11,1
174,-61,-51,-61,s11,1
175,-61,-51,-60,s11,1
176,-61,-51,-61,s11,1
177,-61,-51,-61,s11,1
178,-61,-51,-61,s11,1
179,-61,-51,-61,s11,1
180,-61,-51,-61,s11,1
181,-61,-51,-61,s11,1
182,-61,-51,-61,s11,1
183,-61,-51,-62,s11,1
184,-61,-51,-62,s11,1
185,-60,-51,-62,s11,1
186,-61,-51,-62,s11,1
187,-61,-51,-61,s11,1
188,-60,-51,-61,s11,1
189,-61,-51,-61,s11,1
190,-61,-50,-61,s11,1
191,-61,-51,-60,s11,1
192,-61,-51,-61,s11,1
193,-61,-51,-61,s11,1
194,-61,-51,-61,s11,1
195,-61,-51,-61,s11,1
196,-61,-51,-62,s11,1
197,-60,-51,-62,s11,1
198,-61,-51,-61,s11,1
199,-60,-51,-61,s11,1
0,-57,-61,-58,s11,2
1,-65,-51,-61,s11,2
2,-65,-51,-60,s11,2
3,-66,-51,-60,s11,2
4,-66,-51,-60,s11,2
5,-65,-51,-60,s11,2
6,-65,-51,-60,s11,2
7,-66,-51,-60,s11,2
8,-65,-51,-60,s11,2
9,-66,-51,-60,s11,2
10,-66,-51,-62,s11,2
11,-66,-51,-62,s11,2
12,-66,-51,-61,s11,2
13,-66,-51,-62,s11,2
14,-66,-51,-61,s11,2
15,-66,-51,-61,s11,2
16,-66,-51,-61,s11,2
17,-66,-51,-61,s11,2
18,-66,-51,-61,s11,2
19,-66,-51,-62,s11,2
20,-66,-51,-61,s11,2
21,-66,-51,-62,s11,2
22,-66,-51,-62,s11,2
23,-66,-51,-61,s11,2
24,-66,-51,-61,s11,2
25,-66,-51,-61,s11,2
26,-66,-51,-61,s11,2
27,-68,-51,-61,s11,2
28,-66,-51,-61,s11,2
29,-66,-51,-61,s11,2
30,-66,-51,-61,s11,2
31,-66,-51,-61,s11,2
32,-66,-51,-61,s11,2
33,-66,-51,-62,s11,2
34,-66,-51,-62,s11,2
35,-66,-51,-62,s11,2
36,-66,-51,-61,s11,2
37,-66,-51,-61,s11,2
38,-66,-51,-61,s11,2
39,-66,-51,-61,s11,2
40,-66,-51,-61,s11,2
41,-66,-51,-61,s11,2
42,-66,-51,-62,s11,2
43,-66,-51,-62,s11,2
44,-66,-51,-62,s11,2
45,-66,-51,-62,s11,2
46,-66,-51,-62,s11,2
47,-66,-51,-61,s11,2
48,-67,-51,-61,s11,2
49,-66,-51,-61,s11,2
50,-66,-51,-61,s11,2
51,-66,-51,-61,s11,2
52,-66,-51,-61,s11,2
53,-66,-51,-62,s11,2
54,-66,-51,-61,s11,2
55,-66,-51,-61,s11,2
56,-66,-51,-60,s11,2
57,-66,-51,-60,s11,2
58,-66,-51,-62,s11,2
59,-66,-51,-62,s11,2
60,-66,-51,-61,s11,2
61,-66,-51,-61,s11,2
62,-66,-51,-61,s11,2
63,-65,-51,-61,s11,2
64,-65,-51,-61,s11,2
65,-65,-51,-60,s11,2
66,-65,-51,-60,s11,2
67,-66,-51,-61,s11,2
68,-66,-51,-61,s11,2
69,-66,-51,-62,s11,2
70,-66,-51,-62,s11,2
71,-66,-51,-62,s11,2
72,-66,-51,-62,s11,2
73,-66,-51,-62,s11,2
74,-66,-51,-62,s11,2
75,-65,-51,-61,s11,2
76,-65,-51,-61,s11,2
77,-65,-51,-61,s11,2
78,-66,-51,-61,s11,2
79,-66,-51,-61,s11,2
80,-66,-51,-62,s11,2
81,-66,-51,-62,s11,2
82,-66,-51,-62,s11,2
83,-66,-51,-61,s11,2
84,-66,-51,-62,s11,2
85,-66,-51,-62,s11,2
86,-65,-51,-61,s11,2
87,-65,-51,-61,s11,2
88,-66,-51,-61,s11,2
89,-66,-51,-61,s11,2
90,-66,-51,-61,s11,2
91,-66,-51,-61,s11,2
92,-66,-51,-60,s11,2
93,-66,-51,-60,s11,2
94,-65,-51,-60,s11,2
95,-65,-51,-61,s11,2
96,-66,-51,-60,s11,2
97,-66,-51,-61,s11,2
98,-66,-51,-61,s11,2
99,-66,-51,-61,s11,2
100,-66,-51,-61,s11,2
101,-66,-51,-61,s11,2
102,-66,-51,-61,s11,2
103,-66,-51,-61,s11,2
104,-66,-51,-61,s11,2
105,-66,-51,-60,s11,2
106,-66,-50,-60,s11,2
107,-66,-51,-61,s11,2
108,-66,-51,-62,s11,2
109,-66,-51,-62,s11,2
110,-66,-51,-62,s11,2
111,-66,-51,-61,s11,2
112,-65,-51,-62,s11,2
113,-65,-51,-61,s11,2
114,-66,-51,-61,s11,2
115,-66,-51,-61,s11,2
116,-66,-51,-61,s11,2
117,-66,-51,-61,s11,2
118,-66,-51,-61,s11,2
119,-66,-51,-62,s11,2
120,-66,-51,-62,s11,2
121,-66,-51,-62,s11,2
122,-66,-51,-62,s11,2
123,-66,-51,-62,s11,2
124,-66,-51,-62,s11,2
125,-66,-51,-62,s11,2
126,-66,-51,-61,s11,2
127,-66,-51,-61,s11,2
128,-66,-51,-61,s11,2
129,-66,-51,-62,s11,2
130,-66,-51,-62,s11,2
131,-65,-51,-62,s11,2
132,-66,-51,-62,s11,2
133,-65,-51,-62,s11,2
134,-66,-51,-62,s11,2
135,-65,-51,-62,s11,2
136,-65,-51,-62,s11,2
137,-65,-51,-61,s11,2
138,-65,-51,-61,s11,2
139,-66,-51,-62,s11,2
140,-66,-51,-62,s11,2
141,-66,-51,-62,s11,2
142,-66,-51,-62,s11,2
143,-66,-51,-61,s11,2
144,-66,-51,-61,s11,2
145,-66,-51,-61,s11,2
146,-66,-51,-61,s11,2
147,-66,-51,-61,s11,2
148,-66,-51,-61,s11,2
149,-66,-51,-61,s11,2
150,-66,-51,-61,s11,2
151,-66,-51,-61,s11,2
152,-66,-51,-60,s11,2
153,-66,-51,-61,s11,2
154,-66,-51,-61,s11,2
155,-66,-51,-61,s11,2
156,-66,-51,-61,s11,2
157,-66,-51,-61,s11,2
158,-66,-51,-61,s11,2
159,-66,-51,-62,s11,2
160,-66,-51,-61,s11,2
161,-66,-51,-61,s11,2
162,-66,-51,-61,s11,2
163,-66,-51,-61,s11,2
164,-67,-51,-61,s11,2
165,-67,-51,-61,s11,2
166,-66,-51,-62,s11,2
167,-66,-51,-62,s11,2
168,-66,-51,-61,s11,2
169,-67,-51,-61,s11,2
170,-66,-51,-61,s11,2
171,-66,-51,-62,s11,2
172,-66,-51,-62,s11,2
173,-66,-51,-61,s11,2
174,-66,-51,-61,s11,2
175,-67,-51,-61,s11,2
176,-66,-51,-61,s11,2
177,-66,-51,-61,s11,2
178,-66,-51,-61,s11,2
179,-65,-51,-61,s11,2
180,-71,-51,-61,s11,2
181,-76,-51,-60,s11,2
182,-78,-51,-61,s11,2
183,-79,-51,-61,s11,2
184,-79,-51,-61,s11,2
185,-78,-51,-60,s11,2
186,-78,-51,-60,s11,2
187,-77,-51,-60,s11,2
188,-76,-51,-61,s11,2
189,-76,-51,-60,s11,2
190,-76,-51,-61,s11,2
191,-76,-51,-60,s11,2
192,-76,-51,-60,s11,2
193,-75,-51,-61,s11,2
194,-74,-51,-60,s11,2
195,-69,-51,-61,s11,2
196,-68,-51,-61,s11,2
197,-68,-51,-61,s11,2
198,-68,-51,-60,s11,2
199,-68,-51,-60,s11,2
0,-69,-64,-47,s11,3
1,-59,-66,-52,s11,3
2,-59,-67,-52,s11,3
3,-59,-67,-52,s11,3
4,-59,-66,-52,s11,3
5,-59,-67,-52,s11,3
6,-59,-67,-52,s11,3
7,-59,-67,-52,s11,3
8,-59,-66,-52,s11,3
9,-59,-66,-52,s11,3
10,-59,-66,-52,s11,3
11,-59,-66,-52,s11,3
12,-59,-66,-52,s11,3
13,-59,-66,-52,s11,3
14,-59,-66,-52,s11,3
15,-59,-67,-52,s11,3
16,-59,-66,-52,s11,3
17,-59,-67,-52,s11,3
18,-59,-67,-52,s11,3
19,-59,-67,-52,s11,3
20,-59,-66,-52,s11,3
21,-59,-66,-52,s11,3
22,-59,-67,-52,s11,3
23,-59,-67,-52,s11,3
24,-59,-66,-52,s11,3
25,-59,-67,-52,s11,3
26,-59,-66,-52,s11,3
27,-59,-66,-52,s11,3
28,-59,-66,-52,s11,3
29,-59,-66,-52,s11,3
30,-59,-66,-52,s11,3
31,-59,-67,-52,s11,3
32,-59,-67,-52,s11,3
33,-59,-67,-52,s11,3
34,-59,-67,-52,s11,3
35,-59,-66,-52,s11,3
36,-59,-66,-52,s11,3
37,-59,-66,-52,s11,3
38,-59,-66,-52,s11,3
39,-58,-66,-52,s11,3
40,-58,-66,-52,s11,3
41,-59,-66,-52,s11,3
42,-59,-66,-52,s11,3
43,-59,-66,-52,s11,3
44,-59,-66,-52,s11,3
45,-59,-66,-52,s11,3
46,-59,-66,-52,s11,3
47,-59,-66,-52,s11,3
48,-59,-66,-52,s11,3
49,-59,-66,-52,s11,3
50,-59,-65,-52,s11,3
51,-59,-66,-52,s11,3
52,-59,-66,-52,s11,3
53,-59,-66,-52,s11,3
54,-59,-66,-52,s11,3
55,-59,-66,-52,s11,3
56,-59,-66,-52,s11,3
57,-59,-66,-52,s11,3
58,-59,-66,-52,s11,3
59,-59,-66,-52,s11,3
60,-59,-66,-52,s11,3
61,-59,-66,-52,s11,3
62,-59,-66,-52,s11,3
63,-59,-66,-52,s11,3
64,-59,-66,-52,s11,3
65,-59,-66,-52,s11,3
66,-59,-66,-52,s11,3
67,-59,-66,-52,s11,3
68,-59,-65,-52,s11,3
69,-59,-66,-52,s11,3
70,-59,-66,-52,s11,3
71,-59,-66,-52,s11,3
72,-59,-66,-52,s11,3
73,-59,-66,-52,s11,3
74,-59,-66,-52,s11,3
75,-59,-66,-52,s11,3
76,-58,-67,-52,s11,3
77,-58,-66,-52,s11,3
78,-59,-66,-52,s11,3
79,-59,-66,-52,s11,3
80,-59,-66,-52,s11,3
81,-59,-66,-52,s11,3
82,-59,-66,-52,s11,3
83,-58,-67,-52,s11,3
84,-59,-67,-52,s11,3
85,-59,-67,-52,s11,3
86,-59,-67,-52,s11,3
87,-59,-66,-52,s11,3
88,-59,-67,-52,s11,3
89,-59,-66,-52,s11,3
90,-59,-66,-52,s11,3
91,-59,-66,-52,s11,3
92,-59,-66,-52,s11,3
93,-58,-66,-52,s11,3
94,-59,-66,-52,s11,3
95,-59,-66,-52,s11,3
96,-59,-66,-52,s11,3
97,-59,-67,-52,s11,3
98,-59,-67,-52,s11,3
99,-59,-66,-52,s11,3
100,-59,-66,-52,s11,3
101,-59,-66,-52,s11,3
102,-59,-67,-52,s11,3
103,-59,-66,-52,s11,3
104,-59,-66,-52,s11,3
105,-58,-67,-52,s11,3
106,-59,-67,-52,s11,3
107,-59,-66,-52,s11,3
108,-59,-66,-52,s11,3
109,-59,-66,-52,s11,3
110,-59,-66,-52,s11,3
111,-59,-67,-52,s11,3
112,-59,-66,-52,s11,3
113,-59,-66,-52,s11,3
114,-59,-67,-52,s11,3
115,-59,-67,-52,s11,3
116,-59,-67,-52,s11,3
117,-59,-66,-52,s11,3
118,-59,-67,-52,s11,3
119,-59,-66,-52,s11,3
120,-59,-66,-52,s11,3
121,-59,-66,-52,s11,3
122,-59,-67,-52,s11,3
123,-59,-66,-52,s11,3
124,-59,-66,-52,s11,3
125,-59,-66,-52,s11,3
126,-59,-66,-52,s11,3
127,-59,-66,-52,s11,3
128,-59,-66,-52,s11,3
129,-59,-66,-52,s11,3
130,-59,-66,-52,s11,3
131,-59,-66,-52,s11,3
132,-59,-66,-52,s11,3
133,-59,-66,-52,s11,3
134,-59,-66,-52,s11,3
135,-59,-67,-52,s11,3
136,-59,-66,-52,s11,3
137,-59,-67,-52,s11,3
138,-59,-66,-52,s11,3
139,-59,-67,-52,s11,3
140,-59,-66,-52,s11,3
141,-59,-66,-52,s11,3
142,-59,-66,-52,s11,3
143,-59,-66,-52,s11,3
144,-59,-66,-52,s11,3
145,-59,-66,-52,s11,3
146,-59,-67,-52,s11,3
147,-59,-67,-52,s11,3
148,-59,-66,-52,s11,3
149,-59,-67,-52,s11,3
150,-59,-67,-52,s11,3
151,-59,-66,-52,s11,3
152,-59,-66,-52,s11,3
153,-59,-67,-53,s11,3
154,-59,-67,-52,s11,3
155,-59,-67,-52,s11,3
156,-59,-67,-52,s11,3
157,-59,-66,-52,s11,3
158,-59,-66,-52,s11,3
159,-59,-66,-52,s11,3
160,-59,-67,-52,s11,3
161,-59,-66,-52,s11,3
162,-59,-66,-52,s11,3
163,-58,-66,-52,s11,3
164,-59,-66,-52,s11,3
165,-58,-65,-52,s11,3
166,-59,-66,-52,s11,3
167,-59,-66,-52,s11,3
168,-59,-66,-52,s11,3
169,-59,-67,-52,s11,3
170,-59,-67,-52,s11,3
171,-59,-66,-52,s11,3
172,-59,-66,-52,s11,3
173,-58,-67,-52,s11,3
174,-58,-67,-52,s11,3
175,-58,-66,-52,s11,3
176,-59,-66,-52,s11,3
177,-58,-66,-52,s11,3
178,-59,-66,-52,s11,3
179,-59,-66,-52,s11,3
180,-59,-66,-52,s11,3
181,-59,-67,-53,s11,3
182,-59,-66,-52,s11,3
183,-59,-66,-52,s11,3
184,-59,-66,-52,s11,3
185,-59,-67,-52,s11,3
186,-58,-68,-52,s11,3
187,-58,-66,-52,s11,3
188,-59,-66,-52,s11,3
189,-59,-67,-52,s11,3
190,-58,-65,-52,s11,3
191,-59,-66,-52,s11,3
192,-58,-66,-52,s11,3
193,-58,-67,-52,s11,3
194,-59,-67,-53,s11,3
195,-59,-66,-53,s11,3
196,-59,-66,-53,s11,3
197,-59,-66,-53,s11,3
198,-59,-67,-53,s11,3
199,-59,-67,-52,s11,3
0,-61,-64,-52,s11,4
1,-55,-53,-68,s11,4
2,-55,-53,-69,s11,4
3,-55,-53,-69,s11,4
4,-55,-53,-70,s11,4
5,-55,-53,-72,s11,4
6,-55,-53,-71,s11,4
7,-55,-53,-70,s11,4
8,-55,-53,-71,s11,4
9,-55,-53,-69,s11,4
10,-55,-53,-70,s11,4
11,-55,-53,-69,s11,4
12,-55,-53,-69,s11,4
13,-55,-53,-70,s11,4
14,-55,-53,-69,s11,4
15,-55,-53,-69,s11,4
16,-55,-53,-71,s11,4
17,-55,-53,-70,s11,4
18,-55,-53,-70,s11,4
19,-55,-53,-71,s11,4
20,-55,-54,-68,s11,4
21,-55,-54,-67,s11,4
22,-55,-53,-67,s11,4
23,-55,-53,-68,s11,4
24,-55,-53,-68,s11,4
25,-55,-53,-67,s11,4
26,-55,-53,-67,s11,4
27,-55,-53,-68,s11,4
28,-55,-53,-69,s11,4
29,-55,-53,-70,s11,4
30,-55,-53,-69,s11,4
31,-55,-54,-69,s11,4
32,-55,-53,-68,s11,4
33,-54,-53,-69,s11,4
34,-55,-54,-67,s11,4
35,-55,-54,-69,s11,4
36,-55,-54,-67,s11,4
37,-55,-54,-69,s11,4
38,-55,-53,-67,s11,4
39,-55,-53,-68,s11,4
40,-55,-54,-68,s11,4
41,-55,-54,-67,s11,4
42,-55,-54,-69,s11,4
43,-55,-53,-69,s11,4
44,-55,-53,-69,s11,4
45,-55,-53,-69,s11,4
46,-55,-54,-70,s11,4
47,-55,-53,-69,s11,4
48,-55,-54,-69,s11,4
49,-55,-54,-67,s11,4
50,-55,-54,-67,s11,4
51,-55,-53,-67,s11,4
52,-55,-53,-69,s11,4
53,-55,-54,-69,s11,4
54,-55,-54,-68,s11,4
55,-55,-53,-67,s11,4
56,-55,-53,-68,s11,4
57,-55,-53,-70,s11,4
58,-55,-54,-69,s11,4
59,-55,-54,-69,s11,4
60,-55,-53,-69,s11,4
61,-55,-53,-68,s11,4
62,-55,-53,-68,s11,4
63,-55,-53,-68,s11,4
64,-55,-53,-68,s11,4
65,-55,-53,-67,s11,4
66,-55,-54,-67,s11,4
67,-55,-53,-67,s11,4
68,-55,-53,-67,s11,4
69,-55,-54,-67,s11,4
70,-55,-54,-68,s11,4
71,-55,-54,-68,s11,4
72,-55,-54,-68,s11,4
73,-55,-54,-70,s11,4
74,-55,-54,-69,s11,4
75,-55,-54,-70,s11,4
76,-55,-54,-69,s11,4
77,-55,-54,-68,s11,4
78,-55,-54,-68,s11,4
79,-55,-54,-68,s11,4
80,-55,-54,-68,s11,4
81,-55,-54,-68,s11,4
82,-55,-54,-68,s11,4
83,-55,-54,-69,s11,4
84,-55,-54,-69,s11,4
85,-55,-54,-69,s11,4
86,-55,-54,-69,s11,4
87,-55,-54,-69,s11,4
88,-55,-54,-69,s11,4
89,-55,-54,-68,s11,4
90,-55,-54,-69,s11,4
91,-55,-54,-69,s11,4
92,-55,-54,-69,s11,4
93,-55,-54,-69,s11,4
94,-55,-54,-69,s11,4
95,-55,-54,-69,s11,4
96,-55,-54,-68,s11,4
97,-55,-54,-68,s11,4
98,-55,-54,-68,s11,4
99,-55,-54,-68,s11,4
100,-55,-54,-69,s11,4
101,-55,-54,-68,s11,4
102,-55,-54,-69,s11,4
103,-55,-54,-70,s11,4
104,-55,-54,-69,s11,4
105,-55,-54,-68,s11,4
106,-55,-54,-68,s11,4
107,-55,-54,-69,s11,4
108,-55,-54,-69,s11,4
109,-55,-54,-69,s11,4
110,-55,-54,-69,s11,4
111,-55,-54,-69,s11,4
112,-55,-54,-68,s11,4
113,-55,-54,-68,s11,4
114,-55,-54,-70,s11,4
115,-55,-54,-70,s11,4
116,-55,-54,-69,s11,4
117,-55,-54,-69,s11,4
118,-55,-54,-68,s11,4
119,-55,-54,-69,s11,4
120,-55,-54,-69,s11,4
121,-55,-54,-69,s11,4
122,-55,-54,-69,s11,4
123,-55,-54,-69,s11,4
124,-55,-54,-69,s11,4
125,-55,-54,-68,s11,4
126,-55,-54,-69,s11,4
127,-55,-54,-69,s11,4
128,-55,-54,-69,s11,4
129,-55,-54,-70,s11,4
130,-55,-54,-69,s11,4
131,-55,-54,-69,s11,4
132,-55,-54,-70,s11,4
133,-55,-54,-69,s11,4
134,-55,-54,-69,s11,4
135,-55,-53,-69,s11,4
136,-55,-53,-69,s11,4
137,-55,-54,-69,s11,4
138,-55,-54,-69,s11,4
139,-55,-54,-69,s11,4
140,-55,-54,-69,s11,4
141,-55,-54,-70,s11,4
142,-55,-54,-70,s11,4
143,-55,-54,-69,s11,4
144,-55,-54,-69,s11,4
145,-55,-54,-69,s11,4
146,-55,-54,-69,s11,4
147,-55,-54,-69,s11,4
148,-55,-54,-69,s11,4
149,-55,-54,-69,s11,4
150,-55,-54,-69,s11,4
151,-55,-54,-69,s11,4
152,-55,-54,-69,s11,4
153,-55,-54,-69,s11,4
154,-55,-54,-68,s11,4
155,-55,-54,-69,s11,4
156,-55,-54,-68,s11,4
157,-55,-54,-69,s11,4
158,-55,-54,-69,s11,4
159,-55,-54,-68,s11,4
160,-55,-54,-68,s11,4
161,-55,-54,-67,s11,4
162,-55,-54,-67,s11,4
163,-55,-54,-68,s11,4
164,-55,-53,-68,s11,4
165,-55,-54,-67,s11,4
166,-55,-53,-67,s11,4
167,-55,-53,-69,s11,4
168,-55,-53,-69,s11,4
169,-55,-53,-71,s11,4
170,-55,-53,-72,s11,4
171,-55,-53,-71,s11,4
172,-55,-53,-69,s11,4
173,-55,-53,-70,s11,4
174,-55,-53,-70,s11,4
175,-55,-53,-70,s11,4
176,-55,-53,-69,s11,4
177,-55,-53,-70,s11,4
178,-55,-53,-69,s11,4
179,-55,-53,-69,s11,4
180,-55,-53,-70,s11,4
181,-55,-53,-70,s11,4
182,-55,-53,-70,s11,4
183,-55,-53,-70,s11,4
184,-55,-53,-71,s11,4
185,-55,-53,-70,s11,4
186,-55,-53,-70,s11,4
187,-55,-53,-69,s11,4
188,-55,-53,-69,s11,4
189,-55,-53,-70,s11,4
190,-55,-53,-69,s11,4
191,-55,-53,-70,s11,4
192,-55,-53,-70,s11,4
193,-55,-53,-70,s11,4
194,-55,-54,-69,s11,4
195,-55,-54,-70,s11,4
196,-55,-53,-68,s11,4
197,-55,-53,-68,s11,4
198,-55,-53,-69,s11,4
199,-55,-53,-68,s11,4
0,-54,-57,-58,s1,0
1,-54,-59,-63,s1,0
2,-54,-59,-63,s1,0
3,-54,-59,-63,s1,0
4,-54,-59,-63,s1,0
5,-54,-59,-62,s1,0
6,-54,-59,-61,s1,0
7,-54,-59,-61,s1,0
8,-54,-59,-61,s1,0
9,-54,-59,-61,s1,0
10,-54,-59,-61,s1,0
11,-54,-59,-61,s1,0
12,-53,-60,-61,s1,0
13,-54,-60,-60,s1,0
14,-54,-60,-60,s1,0
15,-54,-60,-60,s1,0
16,-54,-60,-60,s1,0
17,-54,-59,-60,s1,0
18,-54,-59,-60,s1,0
19,-54,-59,-61,s1,0
20,-53,-60,-60,s1,0
21,-53,-60,-60,s1,0
22,-54,-60,-59,s1,0
23,-53,-61,-59,s1,0
24,-54,-60,-59,s1,0
25,-54,-60,-59,s1,0
26,-53,-60,-59,s1,0
27,-53,-60,-59,s1,0
28,-54,-60,-59,s1,0
29,-54,-60,-59,s1,0
30,-54,-61,-59,s1,0
31,-54,-60,-59,s1,0
32,-54,-60,-59,s1,0
33,-54,-59,-60,s1,0
34,-54,-59,-60,s1,0
35,-54,-59,-60,s1,0
36,-54,-59,-60,s1,0
37,-54,-59,-60,s1,0
38,-54,-60,-60,s1,0
39,-54,-60,-60,s1,0
40,-54,-59,-60,s1,0
41,-54,-59,-60,s1,0
42,-54,-59,-60,s1,0
43,-54,-59,-60,s1,0
44,-54,-58,-60,s1,0
45,-54,-58,-61,s1,0
46,-54,-59,-61,s1,0
47,-53,-58,-60,s1,0
48,-54,-59,-60,s1,0
49,-53,-59,-60,s1,0
50,-53,-59,-60,s1,0
51,-54,-59,-60,s1,0
52,-53,-60,-60,s1,0
53,-54,-60,-60,s1,0
54,-53,-60,-60,s1,0
55,-53,-60,-60,s1,0
56,-53,-60,-59,s1,0
57,-54,-60,-59,s1,0
58,-53,-60,-59,s1,0
59,-53,-59,-59,s1,0
60,-53,-59,-59,s1,0
61,-53,-59,-59,s1,0
62,-54,-59,-59,s1,0
63,-54,-60,-59,s1,0
64,-54,-59,-59,s1,0
65,-53,-59,-59,s1,0
66,-53,-60,-59,s1,0
67,-53,-60,-59,s1,0
68,-53,-60,-59,s1,0
69,-53,-60,-59,s1,0
70,-54,-59,-59,s1,0
71,-53,-59,-59,s1,0
72,-54,-60,-59,s1,0
73,-53,-60,-59,s1,0
74,-54,-60,-59,s1,0
75,-54,-60,-59,s1,0
76,-54,-60,-59,s1,0
77,-54,-60,-59,s1,0
78,-54,-59,-59,s1,0
79,-54,-60,-59,s1,0
80,-54,-59,-59,s1,0
81,-53,-59,-59,s1,0
82,-53,-59,-59,s1,0
83,-53,-59,-59,s1,0
84,-53,-60,-60,s1,0
85,-53,-60,-60,s1,0
86,-53,-59,-60,s1,0
87,-53,-59,-61,s1,0
88,-54,-60,-60,s1,0
89,-53,-60,-60,s1,0
90,-54,-60,-60,s1,0
91,-54,-60,-60,s1,0
92,-54,-60,-61,s1,0
93,-54,-60,-60,s1,0
94,-54,-60,-60,s1,0
95,-54,-60,-60,s1,0
96,-54,-60,-61,s1,0
97,-54,-59,-61,s1,0
98,-54,-59,-62,s1,0
99,-54,-59,-62,s1,0
100,-54,-59,-61,s1,0
101,-54,-59,-61,s1,0
102,-54,-59,-62,s1,0
103,-54,-59,-62,s1,0
104,-54,-59,-60,s1,0
105,-54,-59,-60,s1,0
106,-54,-59,-60,s1,0
107,-54,-59,-60,s1,0
108,-54,-59,-59,s1,0
109,-54,-59,-59,s1,0
110,-54,-59,-59,s1,0
111,-54,-59,-60,s1,0
112,-53,-60,-60,s1,0
113,-53,-60,-60,s1,0
114,-54,-59,-60,s1,0
115,-53,-59,-59,s1,0
116,-53,-62,-60,s1,0
117,-53,-62,-60,s1,0
118,-54,-60,-60,s1,0
119,-53,-60,-60,s1,0
120,-53,-58,-60,s1,0
121,-53,-58,-60,s1,0
122,-53,-58,-60,s1,0
123,-54,-59,-60,s1,0
124,-54,-59,-60,s1,0
125,-53,-59,-60,s1,0
126,-53,-59,-62,s1,0
127,-53,-58,-62,s1,0
128,-53,-59,-62,s1,0
129,-53,-59,-65,s1,0
130,-54,-59,-65,s1,0
131,-54,-60,-65,s1,0
132,-54,-60,-63,s1,0
133,-54,-61,-63,s1,0
134,-54,-60,-63,s1,0
135,-54,-59,-62,s1,0
136,-54,-58,-62,s1,0
137,-54,-58,-63,s1,0
138,-54,-58,-64,s1,0
139,-54,-58,-63,s1,0
140,-54,-58,-61,s1,0
141,-54,-58,-61,s1,0
142,-54,-58,-61,s1,0
143,-53,-58,-60,s1,0
144,-53,-59,-60,s1,0
145,-53,-60,-61,s1,0
146,-54,-59,-62,s1,0
147,-53,-59,-62,s1,0
148,-53,-59,-62,s1,0
149,-53,-60,-62,s1,0
150,-53,-60,-62,s1,0
151,-53,-60,-62,s1,0
152,-54,-59,-62,s1,0
153,-53,-59,-62,s1,0
154,-53,-59,-62,s1,0
155,-53,-59,-62,s1,0
156,-53,-59,-62,s1,0
157,-53,-59,-62,s1,0
158,-53,-59,-62,s1,0
159,-53,-59,-61,s1,0
160,-54,-58,-61,s1,0
161,-53,-59,-61,s1,0
162,-54,-59,-60,s1,0
163,-54,-59,-60,s1,0
164,-54,-59,-60,s1,0
165,-54,-59,-60,s1,0
166,-53,-59,-60,s1,0
167,-53,-59,-60,s1,0
168,-53,-59,-61,s1,0
169,-54,-60,-62,s1,0
170,-53,-61,-62,s1,0
171,-54,-60,-62,s1,0
172,-54,-60,-62,s1,0
173,-54,-58,-62,s1,0
174,-54,-58,-63,s1,0
175,-54,-58,-61,s1,0
176,-54,-58,-61,s1,0
177,-53,-58,-61,s1,0
178,-53,-58,-61,s1,0
179,-54,-58,-62,s1,0
180,-54,-58,-63,s1,0
181,-54,-58,-64,s1,0
182,-54,-58,-61,s1,0
183,-54,-58,-62,s1,0
184,-54,-59,-62,s1,0
185,-54,-59,-63,s1,0
186,-54,-58,-61,s1,0
187,-53,-59,-60,s1,0
188,-54,-59,-61,s1,0
189,-54,-59,-61,s1,0
