,Server-RSSI-1,Server-RSSI-2,Server-RSSI-3,Server-RSSI-4,Server-RSSI-5,Square,Point,Orientation
0,-55,-71,-69,-57,-58,s0,0,0.0
1,-57,-64,-58,-48,-58,s0,0,0.0
2,-57,-64,-58,-48,-58,s0,0,0.0
3,-57,-64,-57,-48,-58,s0,0,0.0
4,-57,-65,-57,-48,-58,s0,0,0.0
5,-57,-65,-57,-48,-58,s0,0,0.0
6,-57,-66,-57,-48,-58,s0,0,0.0
7,-57,-66,-57,-48,-58,s0,0,0.0
8,-57,-65,-57,-48,-58,s0,0,0.0
9,-57,-66,-57,-48,-57,s0,0,0.0
10,-57,-66,-57,-48,-57,s0,0,0.0
11,-57,-66,-57,-47,-57,s0,0,0.0
12,-57,-65,-57,-47,-57,s0,0,0.0
13,-57,-66,-56,-47,-57,s0,0,0.0
14,-57,-65,-57,-48,-58,s0,0,0.0
15,-57,-65,-57,-48,-59,s0,0,0.0
16,-57,-65,-57,-48,-58,s0,0,0.0
17,-57,-65,-57,-48,-57,s0,0,0.0
18,-57,-66,-57,-48,-58,s0,0,0.0
19,-57,-67,-57,-48,-57,s0,0,0.0
20,-57,-67,-57,-48,-58,s0,0,0.0
21,-57,-66,-57,-48,-57,s0,0,0.0
22,-57,-67,-57,-48,-58,s0,0,0.0
23,-57,-65,-57,-47,-58,s0,0,0.0
24,-57,-66,-57,-48,-57,s0,0,0.0
25,-57,-66,-57,-48,-57,s0,0,0.0
26,-57,-66,-57,-47,-57,s0,0,0.0
27,-57,-66,-57,-47,-57,s0,0,0.0
28,-57,-65,-57,-48,-59,s0,0,0.0
29,-57,-65,-57,-48,-58,s0,0,0.0
30,-57,-65,-57,-48,-58,s0,0,0.0
31,-57,-66,-57,-48,-59,s0,0,0.0
32,-57,-65,-57,-48,-62,s0,0,0.0
33,-57,-66,-57,-47,-62,s0,0,0.0
34,-57,-66,-57,-47,-59,s0,0,0.0
35,-57,-65,-57,-47,-59,s0,0,0.0
36,-57,-65,-57,-47,-60,s0,0,0.0
37,-57,-66,-57,-47,-59,s0,0,0.0
38,-57,-67,-57,-47,-58,s0,0,0.0
39,-57,-65,-57,-48,-58,s0,0,0.0
40,-57,-65,-57,-48,-59,s0,0,0.0
41,-57,-66,-57,-48,-59,s0,0,0.0
42,-57,-67,-57,-48,-60,s0,0,0.0
43,-57,-67,-57,-47,-60,s0,0,0.0
44,-57,-67,-56,-48,-59,s0,0,0.0
45,-57,-67,-57,-47,-59,s0,0,0.0
46,-57,-65,-57,-48,-59,s0,0,0.0
47,-57,-67,-57,-47,-59,s0,0,0.0
48,-57,-65,-57,-47,-58,s0,0,0.0
49,-57,-66,-57,-47,-59,s0,0,0.0
50,-57,-66,-56,-47,-57,s0,0,0.0
51,-57,-66,-57,-47,-59,s0,0,0.0
52,-57,-64,-56,-48,-59,s0,0,0.0
53,-57,-65,-57,-48,-58,s0,0,0.0
54,-57,-65,-57,-48,-58,s0,0,0.0
55,-57,-66,-56,-48,-58,s0,0,0.0
56,-57,-64,-57,-47,-58,s0,0,0.0
57,-57,-65,-57,-47,-58,s0,0,0.0
58,-57,-65,-57,-48,-57,s0,0,0.0
59,-57,-66,-57,-47,-58,s0,0,0.0
60,-57,-65,-57,-47,-58,s0,0,0.0
61,-57,-64,-57,-48,-59,s0,0,0.0
62,-57,-64,-57,-47,-59,s0,0,0.0
63,-57,-66,-57,-48,-59,s0,0,0.0
64,-57,-66,-57,-47,-58,s0,0,0.0
65,-57,-65,-57,-48,-59,s0,0,0.0
66,-57,-65,-56,-48,-58,s0,0,0.0
67,-57,-65,-57,-48,-58,s0,0,0.0
68,-57,-65,-57,-47,-58,s0,0,0.0
69,-57,-65,-57,-47,-59,s0,0,0.0
70,-57,-66,-57,-47,-59,s0,0,0.0
71,-57,-66,-57,-47,-58,s0,0,0.0
72,-57,-66,-57,-48,-59,s0,0,0.0
73,-57,-66,-57,-48,-59,s0,0,0.0
74,-57,-65,-57,-48,-59,s0,0,0.0
75,-57,-65,-57,-48,-61,s0,0,0.0
76,-57,-67,-57,-48,-61,s0,0,0.0
77,-57,-67,-57,-48,-59,s0,0,0.0
78,-57,-67,-57,-48,-60,s0,0,0.0
79,-57,-67,-57,-48,-60,s0,0,0.0
80,-57,-66,-57,-48,-60,s0,0,0.0
81,-57,-67,-56,-48,-60,s0,0,0.0
82,-57,-66,-57,-48,-59,s0,0,0.0
83,-57,-66,-56,-48,-60,s0,0,0.0
84,-57,-67,-57,-48,-60,s0,0,0.0
85,-57,-66,-57,-48,-59,s0,0,0.0
86,-57,-66,-57,-48,-60,s0,0,0.0
87,-57,-66,-57,-48,-60,s0,0,0.0
88,-57,-66,-57,-48,-59,s0,0,0.0
89,-57,-67,-56,-48,-59,s0,0,0.0
90,-57,-67,-56,-48,-59,s0,0,0.0
91,-57,-67,-56,-48,-60,s0,0,0.0
92,-57,-66,-56,-48,-60,s0,0,0.0
93,-57,-66,-56,-48,-59,s0,0,0.0
94,-57,-67,-56,-48,-60,s0,0,0.0
95,-57,-66,-56,-48,-60,s0,0,0.0
96,-57,-66,-57,-48,-59,s0,0,0.0
97,-57,-66,-57,-48,-59,s0,0,0.0
98,-57,-66,-57,-47,-59,s0,0,0.0
99,-57,-66,-57,-48,-59,s0,0,0.0
0,-55,-58,-72,-50,-61,s0,1,1.0
1,-51,-65,-59,-47,-54,s0,1,1.0
2,-51,-64,-59,-47,-54,s0,1,1.0
3,-51,-64,-58,-47,-54,s0,1,1.0
4,-51,-64,-59,-47,-55,s0,1,1.0
5,-51,-65,-58,-47,-55,s0,1,1.0
6,-51,-66,-58,-47,-54,s0,1,1.0
7,-51,-65,-58,-47,-56,s0,1,1.0
8,-51,-65,-58,-47,-55,s0,1,1.0
9,-50,-66,-58,-47,-55,s0,1,1.0
10,-51,-65,-58,-47,-54,s0,1,1.0
11,-51,-64,-58,-47,-56,s0,1,1.0
12,-51,-65,-57,-47,-55,s0,1,1.0
13,-51,-65,-58,-47,-55,s0,1,1.0
14,-51,-66,-58,-47,-55,s0,1,1.0
15,-51,-65,-58,-47,-55,s0,1,1.0
16,-51,-65,-58,-47,-55,s0,1,1.0
17,-51,-64,-58,-47,-54,s0,1,1.0
18,-51,-65,-58,-47,-55,s0,1,1.0
19,-51,-64,-58,-47,-54,s0,1,1.0
20,-51,-64,-58,-47,-55,s0,1,1.0
21,-51,-65,-58,-47,-54,s0,1,1.0
22,-51,-65,-58,-47,-55,s0,1,1.0
23,-51,-64,-58,-47,-55,s0,1,1.0
24,-51,-64,-58,-47,-54,s0,1,1.0
25,-51,-65,-58,-47,-54,s0,1,1.0
26,-51,-64,-58,-47,-55,s0,1,1.0
27,-51,-64,-58,-47,-54,s0,1,1.0
28,-51,-64,-58,-47,-54,s0,1,1.0
29,-51,-64,-58,-47,-54,s0,1,1.0
30,-51,-64,-57,-47,-54,s0,1,1.0
31,-51,-65,-58,-47,-54,s0,1,1.0
32,-51,-64,-58,-47,-54,s0,1,1.0
33,-51,-65,-58,-47,-53,s0,1,1.0
34,-51,-65,-58,-47,-53,s0,1,1.0
35,-51,-65,-58,-47,-55,s0,1,1.0
36,-51,-65,-58,-47,-55,s0,1,1.0
37,-51,-65,-58,-47,-55,s0,1,1.0
38,-51,-64,-58,-47,-55,s0,1,1.0
39,-51,-64,-58,-47,-55,s0,1,1.0
40,-51,-65,-58,-47,-55,s0,1,1.0
41,-51,-65,-58,-47,-54,s0,1,1.0
42,-51,-64,-58,-47,-55,s0,1,1.0
43,-51,-64,-58,-47,-55,s0,1,1.0
44,-51,-64,-58,-47,-55,s0,1,1.0
45,-51,-64,-58,-47,-55,s0,1,1.0
46,-51,-65,-58,-47,-55,s0,1,1.0
47,-51,-65,-58,-47,-55,s0,1,1.0
48,-51,-64,-58,-47,-55,s0,1,1.0
49,-51,-65,-58,-47,-55,s0,1,1.0
50,-51,-65,-59,-47,-55,s0,1,1.0
51,-51,-65,-58,-46,-55,s0,1,1.0
52,-51,-65,-59,-47,-55,s0,1,1.0
53,-51,-65,-58,-46,-55,s0,1,1.0
54,-51,-64,-58,-47,-55,s0,1,1.0
55,-51,-65,-58,-47,-55,s0,1,1.0
56,-51,-65,-58,-47,-55,s0,1,1.0
57,-51,-65,-58,-47,-55,s0,1,1.0
58,-51,-65,-58,-47,-55,s0,1,1.0
59,-51,-65,-58,-46,-55,s0,1,1.0
60,-51,-65,-58,-46,-55,s0,1,1.0
61,-51,-65,-58,-47,-55,s0,1,1.0
62,-51,-64,-58,-47,-55,s0,1,1.0
63,-51,-64,-58,-47,-55,s0,1,1.0
64,-51,-65,-58,-47,-55,s0,1,1.0
65,-51,-64,-58,-47,-55,s0,1,1.0
66,-51,-64,-58,-47,-55,s0,1,1.0
67,-51,-65,-58,-47,-55,s0,1,1.0
68,-51,-65,-58,-47,-55,s0,1,1.0
69,-51,-65,-58,-47,-55,s0,1,1.0
70,-51,-65,-58,-47,-55,s0,1,1.0
71,-51,-64,-58,-47,-55,s0,1,1.0
72,-51,-65,-59,-47,-54,s0,1,1.0
73,-51,-65,-58,-47,-54,s0,1,1.0
74,-51,-65,-58,-46,-55,s0,1,1.0
75,-51,-65,-58,-46,-55,s0,1,1.0
76,-51,-65,-58,-47,-55,s0,1,1.0
77,-51,-64,-58,-47,-55,s0,1,1.0
78,-51,-64,-58,-46,-55,s0,1,1.0
79,-51,-65,-58,-47,-55,s0,1,1.0
80,-51,-65,-58,-47,-54,s0,1,1.0
81,-50,-64,-58,-47,-54,s0,1,1.0
82,-51,-65,-58,-47,-54,s0,1,1.0
83,-51,-65,-58,-47,-54,s0,1,1.0
84,-51,-65,-58,-47,-54,s0,1,1.0
85,-51,-64,-58,-47,-54,s0,1,1.0
86,-51,-65,-58,-47,-54,s0,1,1.0
87,-51,-64,-58,-47,-54,s0,1,1.0
88,-51,-64,-58,-47,-55,s0,1,1.0
89,-51,-64,-58,-47,-55,s0,1,1.0
90,-51,-64,-58,-47,-55,s0,1,1.0
91,-51,-65,-58,-47,-55,s0,1,1.0
92,-51,-65,-58,-47,-55,s0,1,1.0
93,-51,-65,-58,-47,-55,s0,1,1.0
94,-51,-65,-58,-47,-55,s0,1,1.0
95,-51,-64,-59,-47,-55,s0,1,1.0
96,-50,-65,-58,-47,-54,s0,1,1.0
97,-50,-64,-58,-47,-55,s0,1,1.0
98,-50,-64,-58,-47,-55,s0,1,1.0
99,-51,-64,-58,-47,-55,s0,1,1.0
0,-49,-59,-70,-63,-63,s0,2,2.0
1,-49,-69,-58,-51,-55,s0,2,2.0
2,-49,-69,-58,-51,-55,s0,2,2.0
3,-49,-70,-58,-51,-55,s0,2,2.0
4,-49,-70,-58,-51,-55,s0,2,2.0
5,-49,-69,-58,-51,-55,s0,2,2.0
6,-49,-69,-58,-51,-55,s0,2,2.0
7,-49,-68,-58,-51,-55,s0,2,2.0
8,-49,-68,-58,-51,-54,s0,2,2.0
9,-49,-68,-58,-51,-54,s0,2,2.0
10,-49,-68,-58,-51,-55,s0,2,2.0
11,-49,-68,-58,-51,-55,s0,2,2.0
12,-49,-67,-59,-51,-55,s0,2,2.0
13,-49,-68,-59,-51,-54,s0,2,2.0
14,-49,-68,-58,-51,-55,s0,2,2.0
15,-49,-68,-58,-51,-55,s0,2,2.0
16,-49,-67,-58,-51,-55,s0,2,2.0
17,-49,-67,-58,-51,-55,s0,2,2.0
18,-49,-67,-58,-51,-55,s0,2,2.0
19,-49,-67,-59,-51,-55,s0,2,2.0
20,-49,-67,-59,-51,-55,s0,2,2.0
21,-49,-67,-59,-51,-55,s0,2,2.0
22,-49,-67,-59,-51,-55,s0,2,2.0
23,-49,-69,-59,-51,-55,s0,2,2.0
24,-49,-69,-58,-51,-55,s0,2,2.0
25,-49,-69,-58,-51,-55,s0,2,2.0
26,-49,-69,-58,-51,-55,s0,2,2.0
27,-49,-68,-59,-51,-55,s0,2,2.0
28,-49,-69,-58,-51,-55,s0,2,2.0
29,-49,-67,-58,-51,-55,s0,2,2.0
30,-49,-68,-58,-51,-55,s0,2,2.0
31,-49,-68,-59,-51,-55,s0,2,2.0
32,-49,-68,-59,-51,-54,s0,2,2.0
33,-49,-67,-59,-51,-54,s0,2,2.0
34,-49,-67,-59,-51,-55,s0,2,2.0
35,-49,-68,-59,-51,-55,s0,2,2.0
36,-49,-69,-59,-51,-55,s0,2,2.0
37,-49,-70,-59,-51,-55,s0,2,2.0
38,-49,-69,-58,-51,-55,s0,2,2.0
39,-49,-68,-59,-51,-55,s0,2,2.0
40,-49,-68,-58,-51,-55,s0,2,2.0
41,-49,-69,-58,-51,-55,s0,2,2.0
42,-49,-69,-58,-51,-55,s0,2,2.0
43,-49,-69,-58,-51,-55,s0,2,2.0
44,-49,-70,-58,-51,-55,s0,2,2.0
45,-49,-70,-58,-51,-55,s0,2,2.0
46,-49,-70,-58,-51,-55,s0,2,2.0
47,-49,-70,-58,-51,-55,s0,2,2.0
48,-49,-70,-58,-51,-55,s0,2,2.0
49,-49,-69,-58,-51,-55,s0,2,2.0
50,-49,-69,-58,-51,-55,s0,2,2.0
51,-49,-70,-58,-51,-55,s0,2,2.0
52,-49,-70,-58,-51,-55,s0,2,2.0
53,-49,-70,-58,-51,-55,s0,2,2.0
54,-49,-70,-58,-51,-55,s0,2,2.0
55,-49,-70,-58,-51,-55,s0,2,2.0
56,-49,-69,-59,-51,-55,s0,2,2.0
57,-49,-70,-58,-51,-55,s0,2,2.0
58,-49,-70,-58,-51,-55,s0,2,2.0
59,-49,-69,-58,-51,-55,s0,2,2.0
60,-49,-69,-59,-51,-55,s0,2,2.0
61,-49,-69,-59,-51,-55,s0,2,2.0
62,-49,-69,-59,-51,-55,s0,2,2.0
63,-49,-68,-59,-51,-55,s0,2,2.0
64,-49,-69,-59,-51,-54,s0,2,2.0
65,-49,-69,-59,-51,-54,s0,2,2.0
66,-49,-69,-58,-51,-54,s0,2,2.0
67,-49,-67,-59,-51,-54,s0,2,2.0
68,-49,-68,-58,-51,-55,s0,2,2.0
69,-49,-68,-58,-51,-54,s0,2,2.0
70,-49,-68,-58,-51,-54,s0,2,2.0
71,-49,-69,-58,-51,-54,s0,2,2.0
72,-49,-67,-59,-51,-55,s0,2,2.0
73,-49,-66,-59,-51,-55,s0,2,2.0
74,-49,-67,-59,-51,-55,s0,2,2.0
75,-49,-69,-58,-51,-55,s0,2,2.0
76,-49,-68,-58,-51,-54,s0,2,2.0
77,-49,-68,-59,-51,-54,s0,2,2.0
78,-49,-68,-59,-51,-55,s0,2,2.0
79,-49,-69,-58,-51,-55,s0,2,2.0
80,-49,-68,-58,-51,-55,s0,2,2.0
81,-49,-68,-58,-51,-55,s0,2,2.0
82,-49,-68,-58,-51,-55,s0,2,2.0
83,-49,-69,-58,-51,-55,s0,2,2.0
84,-49,-68,-58,-51,-55,s0,2,2.0
85,-49,-68,-58,-51,-55,s0,2,2.0
86,-49,-69,-58,-51,-55,s0,2,2.0
87,-49,-71,-58,-51,-54,s0,2,2.0
88,-49,-69,-58,-51,-55,s0,2,2.0
89,-49,-69,-58,-51,-55,s0,2,2.0
90,-49,-70,-58,-50,-55,s0,2,2.0
91,-49,-70,-58,-50,-54,s0,2,2.0
92,-49,-69,-58,-50,-54,s0,2,2.0
93,-49,-71,-58,-50,-54,s0,2,2.0
94,-49,-70,-58,-50,-54,s0,2,2.0
95,-49,-67,-59,-51,-54,s0,2,2.0
96,-49,-67,-59,-50,-54,s0,2,2.0
97,-49,-68,-59,-51,-54,s0,2,2.0
98,-49,-68,-59,-51,-55,s0,2,2.0
99,-49,-67,-58,-51,-55,s0,2,2.0
0,-48,-60,-66,-48,-67,s0,3,3.0
1,-52,-64,-63,-45,-60,s0,3,3.0
2,-52,-62,-62,-46,-59,s0,3,3.0
3,-52,-62,-62,-45,-61,s0,3,3.0
4,-52,-62,-61,-45,-59,s0,3,3.0
5,-52,-60,-63,-45,-59,s0,3,3.0
6,-52,-60,-62,-45,-60,s0,3,3.0
7,-51,-63,-62,-45,-60,s0,3,3.0
8,-52,-64,-62,-45,-60,s0,3,3.0
9,-52,-64,-62,-45,-62,s0,3,3.0
10,-52,-64,-62,-45,-61,s0,3,3.0
11,-52,-62,-62,-45,-61,s0,3,3.0
12,-52,-61,-63,-45,-60,s0,3,3.0
13,-52,-61,-63,-45,-60,s0,3,3.0
14,-52,-63,-63,-45,-61,s0,3,3.0
15,-52,-63,-63,-45,-60,s0,3,3.0
16,-52,-63,-62,-45,-59,s0,3,3.0
17,-52,-64,-63,-45,-59,s0,3,3.0
18,-52,-64,-63,-45,-59,s0,3,3.0
19,-52,-65,-63,-45,-59,s0,3,3.0
20,-52,-65,-62,-45,-59,s0,3,3.0
21,-52,-64,-62,-45,-58,s0,3,3.0
22,-52,-64,-62,-46,-58,s0,3,3.0
23,-52,-64,-65,-45,-58,s0,3,3.0
24,-52,-64,-62,-45,-59,s0,3,3.0
25,-52,-63,-62,-45,-59,s0,3,3.0
26,-52,-64,-61,-45,-58,s0,3,3.0
27,-52,-64,-63,-46,-57,s0,3,3.0
28,-52,-63,-63,-45,-57,s0,3,3.0
29,-52,-62,-62,-46,-60,s0,3,3.0
30,-52,-64,-62,-45,-58,s0,3,3.0
31,-52,-63,-62,-46,-58,s0,3,3.0
32,-52,-63,-62,-45,-61,s0,3,3.0
33,-52,-64,-62,-45,-60,s0,3,3.0
34,-52,-64,-62,-45,-60,s0,3,3.0
35,-52,-63,-62,-45,-59,s0,3,3.0
36,-52,-62,-62,-45,-60,s0,3,3.0
37,-52,-63,-63,-45,-60,s0,3,3.0
38,-52,-64,-62,-45,-61,s0,3,3.0
39,-52,-65,-62,-45,-60,s0,3,3.0
40,-52,-63,-63,-45,-61,s0,3,3.0
41,-52,-63,-62,-45,-60,s0,3,3.0
42,-52,-64,-62,-45,-60,s0,3,3.0
43,-52,-64,-63,-45,-60,s0,3,3.0
44,-52,-65,-63,-45,-60,s0,3,3.0
45,-52,-65,-62,-45,-60,s0,3,3.0
46,-51,-65,-62,-45,-60,s0,3,3.0
47,-51,-65,-62,-45,-60,s0,3,3.0
48,-52,-66,-62,-45,-60,s0,3,3.0
49,-52,-65,-62,-45,-61,s0,3,3.0
50,-52,-64,-62,-45,-61,s0,3,3.0
51,-52,-66,-63,-45,-61,s0,3,3.0
52,-52,-66,-62,-45,-60,s0,3,3.0
53,-52,-65,-62,-45,-60,s0,3,3.0
54,-52,-64,-62,-45,-60,s0,3,3.0
55,-52,-64,-62,-45,-60,s0,3,3.0
56,-52,-64,-62,-45,-60,s0,3,3.0
57,-52,-65,-62,-45,-59,s0,3,3.0
58,-52,-63,-63,-46,-59,s0,3,3.0
59,-51,-63,-63,-45,-59,s0,3,3.0
60,-51,-63,-63,-45,-58,s0,3,3.0
61,-52,-63,-64,-45,-59,s0,3,3.0
62,-52,-62,-64,-45,-59,s0,3,3.0
63,-52,-63,-63,-45,-59,s0,3,3.0
64,-52,-61,-64,-45,-60,s0,3,3.0
65,-52,-61,-64,-45,-60,s0,3,3.0
66,-52,-66,-64,-45,-58,s0,3,3.0
67,-52,-65,-63,-45,-59,s0,3,3.0
68,-52,-62,-63,-45,-60,s0,3,3.0
69,-52,-64,-63,-45,-61,s0,3,3.0
70,-52,-62,-63,-45,-60,s0,3,3.0
71,-52,-63,-63,-45,-60,s0,3,3.0
72,-52,-63,-63,-45,-60,s0,3,3.0
73,-52,-63,-63,-45,-60,s0,3,3.0
74,-52,-63,-63,-45,-59,s0,3,3.0
75,-52,-63,-63,-45,-59,s0,3,3.0
76,-52,-64,-62,-45,-59,s0,3,3.0
77,-52,-64,-63,-45,-59,s0,3,3.0
78,-52,-63,-62,-45,-60,s0,3,3.0
79,-52,-63,-62,-45,-60,s0,3,3.0
80,-52,-63,-63,-45,-60,s0,3,3.0
81,-52,-65,-63,-45,-60,s0,3,3.0
82,-52,-65,-62,-45,-59,s0,3,3.0
83,-52,-66,-63,-45,-60,s0,3,3.0
84,-52,-61,-63,-45,-60,s0,3,3.0
85,-52,-61,-62,-45,-59,s0,3,3.0
86,-52,-62,-61,-45,-60,s0,3,3.0
87,-52,-64,-61,-45,-60,s0,3,3.0
88,-52,-63,-61,-46,-60,s0,3,3.0
89,-52,-63,-61,-45,-61,s0,3,3.0
90,-52,-63,-63,-45,-60,s0,3,3.0
91,-52,-62,-63,-45,-60,s0,3,3.0
92,-52,-64,-63,-45,-60,s0,3,3.0
93,-52,-63,-63,-45,-60,s0,3,3.0
94,-52,-62,-62,-45,-60,s0,3,3.0
95,-52,-63,-62,-45,-60,s0,3,3.0
96,-52,-63,-62,-45,-60,s0,3,3.0
97,-52,-62,-62,-45,-59,s0,3,3.0
98,-52,-62,-62,-45,-60,s0,3,3.0
99,-52,-62,-63,-45,-60,s0,3,3.0
0,-56,-64,-75,-69,-54,s0,4,0.0
1,-56,-69,-69,-46,-51,s0,4,0.0
2,-56,-69,-69,-46,-50,s0,4,0.0
3,-56,-69,-69,-46,-50,s0,4,0.0
4,-56,-69,-70,-46,-50,s0,4,0.0
5,-56,-68,-69,-46,-50,s0,4,0.0
6,-56,-67,-68,-46,-50,s0,4,0.0
7,-56,-68,-68,-46,-50,s0,4,0.0
8,-56,-69,-67,-46,-51,s0,4,0.0
9,-56,-69,-67,-46,-50,s0,4,0.0
10,-57,-69,-68,-46,-51,s0,4,0.0
11,-56,-69,-70,-46,-50,s0,4,0.0
12,-56,-69,-68,-46,-50,s0,4,0.0
13,-56,-68,-67,-46,-50,s0,4,0.0
14,-56,-68,-68,-46,-50,s0,4,0.0
15,-56,-69,-68,-46,-50,s0,4,0.0
16,-56,-68,-69,-46,-50,s0,4,0.0
17,-56,-68,-68,-46,-50,s0,4,0.0
18,-56,-68,-68,-46,-50,s0,4,0.0
19,-56,-69,-68,-46,-50,s0,4,0.0
20,-56,-68,-68,-46,-50,s0,4,0.0
21,-56,-68,-69,-46,-50,s0,4,0.0
22,-56,-68,-69,-46,-50,s0,4,0.0
23,-56,-67,-69,-46,-50,s0,4,0.0
24,-56,-67,-69,-46,-51,s0,4,0.0
25,-56,-68,-69,-46,-51,s0,4,0.0
26,-56,-67,-68,-46,-51,s0,4,0.0
27,-56,-67,-68,-46,-51,s0,4,0.0
28,-56,-67,-68,-46,-50,s0,4,0.0
29,-56,-67,-68,-46,-51,s0,4,0.0
30,-56,-67,-69,-46,-50,s0,4,0.0
31,-56,-67,-69,-46,-50,s0,4,0.0
32,-56,-67,-67,-46,-50,s0,4,0.0
33,-56,-67,-68,-46,-50,s0,4,0.0
34,-56,-66,-68,-46,-50,s0,4,0.0
35,-56,-68,-68,-46,-50,s0,4,0.0
36,-56,-68,-68,-46,-51,s0,4,0.0
37,-56,-67,-68,-46,-50,s0,4,0.0
38,-56,-68,-69,-46,-50,s0,4,0.0
39,-56,-68,-67,-46,-50,s0,4,0.0
40,-56,-68,-68,-46,-50,s0,4,0.0
41,-56,-65,-68,-46,-50,s0,4,0.0
42,-56,-66,-69,-46,-50,s0,4,0.0
43,-56,-68,-68,-46,-51,s0,4,0.0
44,-56,-69,-68,-46,-50,s0,4,0.0
45,-56,-68,-67,-46,-50,s0,4,0.0
46,-56,-68,-68,-46,-50,s0,4,0.0
47,-56,-67,-68,-46,-50,s0,4,0.0
48,-56,-67,-69,-46,-50,s0,4,0.0
49,-56,-67,-69,-46,-50,s0,4,0.0
50,-56,-67,-68,-46,-50,s0,4,0.0
51,-56,-67,-68,-46,-50,s0,4,0.0
52,-56,-67,-68,-46,-50,s0,4,0.0
53,-56,-67,-68,-46,-51,s0,4,0.0
54,-56,-67,-68,-46,-51,s0,4,0.0
55,-56,-66,-69,-46,-51,s0,4,0.0
56,-56,-67,-68,-46,-51,s0,4,0.0
57,-56,-67,-68,-46,-51,s0,4,0.0
58,-56,-68,-68,-46,-51,s0,4,0.0
59,-56,-68,-69,-46,-50,s0,4,0.0
60,-56,-67,-68,-46,-50,s0,4,0.0
61,-56,-67,-68,-46,-51,s0,4,0.0
62,-56,-67,-68,-46,-50,s0,4,0.0
63,-56,-67,-67,-46,-51,s0,4,0.0
64,-56,-67,-68,-46,-51,s0,4,0.0
65,-56,-69,-68,-46,-51,s0,4,0.0
66,-56,-68,-69,-46,-50,s0,4,0.0
67,-56,-66,-69,-46,-51,s0,4,0.0
68,-56,-66,-68,-46,-50,s0,4,0.0
69,-56,-67,-68,-46,-51,s0,4,0.0
70,-56,-67,-69,-46,-51,s0,4,0.0
71,-56,-66,-69,-46,-51,s0,4,0.0
72,-56,-66,-67,-46,-51,s0,4,0.0
73,-56,-66,-67,-46,-51,s0,4,0.0
74,-56,-66,-67,-46,-50,s0,4,0.0
75,-56,-67,-68,-46,-51,s0,4,0.0
76,-56,-68,-68,-46,-50,s0,4,0.0
77,-56,-68,-67,-46,-51,s0,4,0.0
78,-56,-67,-68,-46,-50,s0,4,0.0
79,-56,-68,-69,-46,-51,s0,4,0.0
80,-56,-69,-68,-46,-51,s0,4,0.0
81,-56,-68,-68,-46,-51,s0,4,0.0
82,-56,-68,-68,-46,-51,s0,4,0.0
83,-56,-67,-67,-46,-51,s0,4,0.0
84,-56,-67,-68,-46,-50,s0,4,0.0
85,-56,-67,-68,-46,-51,s0,4,0.0
86,-56,-67,-68,-46,-50,s0,4,0.0
87,-56,-68,-68,-46,-50,s0,4,0.0
88,-56,-68,-68,-46,-50,s0,4,0.0
89,-56,-68,-68,-46,-51,s0,4,0.0
90,-56,-68,-69,-46,-51,s0,4,0.0
91,-56,-68,-69,-46,-51,s0,4,0.0
92,-56,-68,-69,-46,-51,s0,4,0.0
93,-56,-68,-67,-46,-51,s0,4,0.0
94,-56,-68,-67,-46,-51,s0,4,0.0
95,-56,-67,-68,-46,-51,s0,4,0.0
96,-56,-67,-68,-46,-51,s0,4,0.0
97,-56,-68,-68,-46,-51,s0,4,0.0
98,-56,-68,-68,-46,-51,s0,4,0.0
99,-56,-68,-68,-46,-51,s0,4,0.0
0,-56,-63,-59,-57,-66,s0,5,1.0
1,-54,-57,-57,-52,-53,s0,5,1.0
2,-54,-57,-57,-52,-53,s0,5,1.0
3,-54,-57,-57,-52,-53,s0,5,1.0
4,-54,-57,-57,-51,-53,s0,5,1.0
5,-54,-57,-57,-51,-53,s0,5,1.0
6,-54,-57,-57,-51,-53,s0,5,1.0
7,-54,-57,-57,-51,-53,s0,5,1.0
8,-54,-57,-57,-52,-53,s0,5,1.0
9,-54,-57,-57,-52,-53,s0,5,1.0
10,-54,-57,-57,-52,-53,s0,5,1.0
11,-54,-57,-57,-51,-53,s0,5,1.0
12,-54,-57,-57,-52,-53,s0,5,1.0
13,-54,-57,-57,-51,-53,s0,5,1.0
14,-54,-56,-57,-52,-53,s0,5,1.0
15,-54,-57,-57,-51,-53,s0,5,1.0
16,-54,-57,-57,-51,-53,s0,5,1.0
17,-54,-57,-57,-52,-53,s0,5,1.0
18,-54,-57,-57,-52,-53,s0,5,1.0
19,-54,-57,-57,-52,-53,s0,5,1.0
20,-54,-57,-57,-52,-53,s0,5,1.0
21,-54,-57,-57,-52,-53,s0,5,1.0
22,-54,-57,-57,-52,-53,s0,5,1.0
23,-54,-57,-57,-52,-53,s0,5,1.0
24,-54,-57,-57,-52,-53,s0,5,1.0
25,-54,-57,-57,-52,-53,s0,5,1.0
26,-54,-57,-57,-52,-53,s0,5,1.0
27,-54,-57,-57,-52,-54,s0,5,1.0
28,-54,-57,-57,-52,-53,s0,5,1.0
29,-54,-57,-57,-52,-53,s0,5,1.0
30,-54,-57,-57,-52,-53,s0,5,1.0
31,-54,-57,-57,-52,-53,s0,5,1.0
32,-54,-57,-57,-52,-53,s0,5,1.0
33,-54,-57,-57,-52,-53,s0,5,1.0
34,-54,-57,-57,-52,-53,s0,5,1.0
35,-54,-57,-57,-52,-53,s0,5,1.0
