,Server-RSSI-1,Server-RSSI-2,Server-Distance-1,Server-Distance-2
873,-45,-68,2,2
874,-45,-84,2,2
875,-45,-65,2,2
876,-45,-63,2,2
877,-51,-63,2,2
878,-51,-67,2,2
879,-45,-67,2,2
880,-45,-63,2,2
881,-53,-63,2,2
882,-53,-64,2,2
883,-52,-64,2,2
884,-52,-69,2,2
885,-45,-69,2,2
886,-45,-69,2,2
887,-51,-69,2,2
888,-51,-69,2,2
889,-45,-69,2,2
890,-45,-68,2,2
891,-51,-68,2,2
892,-51,-85,2,2
893,-45,-70,2,2
894,-45,-71,2,2
895,-51,-70,2,2
896,-51,-67,2,2
897,-45,-67,2,2
898,-45,-72,2,2
899,-51,-73,2,2
900,-51,-67,2,2
901,-44,-67,2,2
902,-45,-74,2,2
903,-51,-74,2,2
904,-51,-67,2,2
905,-45,-67,2,2
906,-45,-75,2,2
907,-52,-75,2,2
908,-52,-74,2,2
909,-45,-74,2,2
910,-45,-66,2,2
911,-44,-67,2,2
912,-44,-74,2,2
913,-51,-74,2,2
914,-51,-76,2,2
915,-51,-75,2,2
916,-51,-66,2,2
917,-51,-67,2,2
918,-51,-66,2,2
919,-43,-67,2,2
920,-43,-86,2,2
921,-51,-87,2,2
922,-44,-66,2,2
923,-44,-66,2,2
924,-44,-90,2,2
925,-44,-67,2,2
926,-44,-67,2,2
927,-44,-67,2,2
928,-52,-74,2,2
929,-45,-90,2,2
930,-51,-77,2,2
931,-51,-67,2,2
932,-44,-67,2,2
933,-44,-86,2,2
934,-51,-72,2,2
935,-52,-72,2,2
936,-52,-88,2,2
937,-51,-67,2,2
938,-51,-68,2,2
939,-51,-67,2,2
940,-43,-68,2,2
941,-43,-71,2,2
942,-51,-71,2,2
943,-51,-67,2,2
944,-50,-72,2,2
945,-50,-72,2,2
946,-51,-66,2,2
947,-44,-67,2,2
948,-44,-72,2,2
949,-52,-72,2,2
950,-52,-66,2,2
951,-44,-66,2,2
952,-44,-74,2,2
953,-51,-73,2,2
954,-52,-67,2,2
955,-51,-67,2,2
956,-51,-74,2,2
957,-51,-74,2,2
958,-51,-67,2,2
959,-44,-67,2,2
960,-45,-74,2,2
961,-51,-74,2,2
962,-51,-66,2,2
963,-44,-67,2,2
964,-44,-74,2,2
965,-51,-74,2,2
966,-51,-75,2,2
967,-50,-74,2,2
968,-50,-62,2,2
969,-44,-62,2,2
970,-44,-62,2,2
971,-50,-62,2,2
972,-51,-66,2,2
973,-44,-66,2,2
974,-44,-68,2,2
975,-51,-68,2,2
976,-51,-77,2,2
977,-44,-78,2,2
978,-44,-76,2,2
979,-43,-76,2,2
980,-43,-63,2,2
981,-43,-63,2,2
982,-43,-70,2,2
983,-51,-70,2,2
984,-51,-64,2,2
985,-44,-64,2,2
986,-44,-78,2,2
987,-44,-78,2,2
988,-44,-78,2,2
989,-44,-71,2,2
990,-51,-71,2,2
991,-51,-63,2,2
992,-43,-63,2,2
993,-43,-78,2,2
994,-45,-63,2,2
995,-44,-63,2,2
996,-44,-78,2,2
997,-44,-63,2,2
998,-44,-63,2,2
999,-44,-69,2,2
1000,-52,-59,2.4,1.6
1001,-53,-54,2.4,1.6
1002,-52,-66,2.4,1.6
1003,-51,-66,2.4,1.6
1004,-52,-59,2.4,1.6
1005,-54,-59,2.4,1.6
1006,-54,-59,2.4,1.6
1007,-51,-59,2.4,1.6
1008,-51,-64,2.4,1.6
1009,-49,-64,2.4,1.6
1010,-49,-54,2.4,1.6
1011,-52,-54,2.4,1.6
1012,-53,-59,2.4,1.6
1013,-53,-54,2.4,1.6
1014,-55,-54,2.4,1.6
1015,-53,-59,2.4,1.6
1016,-51,-59,2.4,1.6
1017,-51,-54,2.4,1.6
1018,-49,-54,2.4,1.6
1019,-50,-59,2.4,1.6
1020,-49,-59,2.4,1.6
1021,-49,-64,2.4,1.6
1022,-52,-59,2.4,1.6
1023,-50,-60,2.4,1.6
1024,-50,-64,2.4,1.6
1025,-52,-64,2.4,1.6
1026,-52,-59,2.4,1.6
1027,-50,-60,2.4,1.6
1028,-50,-68,2.4,1.6
1029,-49,-67,2.4,1.6
1030,-49,-54,2.4,1.6
1031,-52,-54,2.4,1.6
1032,-53,-60,2.4,1.6
1033,-49,-60,2.4,1.6
1034,-49,-53,2.4,1.6
1035,-53,-53,2.4,1.6
1036,-56,-65,2.4,1.6
1037,-50,-65,2.4,1.6
1038,-50,-54,2.4,1.6
1039,-53,-54,2.4,1.6
1040,-53,-59,2.4,1.6
1041,-49,-59,2.4,1.6
1042,-49,-64,2.4,1.6
1043,-49,-67,2.4,1.6
1044,-49,-54,2.4,1.6
1045,-53,-54,2.4,1.6
1046,-53,-64,2.4,1.6
1047,-49,-65,2.4,1.6
1048,-49,-54,2.4,1.6
1049,-53,-54,2.4,1.6
1050,-53,-59,2.4,1.6
1051,-50,-59,2.4,1.6
1052,-50,-65,2.4,1.6
1053,-53,-65,2.4,1.6
1054,-53,-59,2.4,1.6
1055,-50,-59,2.4,1.6
1056,-50,-65,2.4,1.6
1057,-49,-65,2.4,1.6
1058,-49,-54,2.4,1.6
1059,-53,-54,2.4,1.6
1060,-53,-59,2.4,1.6
1061,-49,-60,2.4,1.6
1062,-49,-64,2.4,1.6
1063,-49,-65,2.4,1.6
1064,-49,-54,2.4,1.6
1065,-53,-53,2.4,1.6
1066,-53,-65,2.4,1.6
1067,-49,-65,2.4,1.6
1068,-49,-54,2.4,1.6
1069,-53,-53,2.4,1.6
1070,-53,-60,2.4,1.6
1071,-49,-60,2.4,1.6
1072,-49,-54,2.4,1.6
1073,-53,-54,2.4,1.6
1074,-53,-59,2.4,1.6
1075,-50,-60,2.4,1.6
1076,-50,-65,2.4,1.6
1077,-49,-65,2.4,1.6
1078,-49,-54,2.4,1.6
1079,-53,-53,2.4,1.6
1080,-53,-59,2.4,1.6
1081,-49,-60,2.4,1.6
1082,-49,-53,2.4,1.6
1083,-53,-53,2.4,1.6
1084,-53,-59,2.4,1.6
1085,-55,-59,2.4,1.6
1086,-54,-59,2.4,1.6
1087,-50,-59,2.4,1.6
1088,-50,-53,2.4,1.6
1089,-49,-53,2.4,1.6
1090,-49,-53,2.4,1.6
1091,-53,-53,2.4,1.6
1092,-53,-59,2.4,1.6
1093,-50,-59,2.4,1.6
1094,-50,-64,2.4,1.6
1095,-53,-65,2.4,1.6
1096,-53,-59,2.4,1.6
1097,-50,-65,2.4,1.6
1098,-50,-64,2.4,1.6
1099,-49,-65,2.4,1.6
1100,-49,-53,2.4,1.6
1101,-53,-53,2.4,1.6
1102,-53,-59,2.4,1.6
1103,-49,-59,2.4,1.6
1104,-49,-53,2.4,1.6
1105,-53,-53,2.4,1.6
1106,-53,-59,2.4,1.6
1107,-53,-59,2.4,1.6
1108,-54,-64,2.4,1.6
1109,-49,-64,2.4,1.6
1110,-49,-53,2.4,1.6
1111,-51,-59,2.4,1.6
1112,-51,-59,2.4,1.6
1113,-51,-59,2.4,1.6
1114,-51,-64,2.4,1.6
1115,-49,-64,2.4,1.6
1116,-49,-59,2.4,1.6
1117,-51,-59,2.4,1.6
1118,-51,-64,2.4,1.6
1119,-49,-64,2.4,1.6
1120,-50,-53,2.4,1.6
1121,-53,-53,2.4,1.6
1122,-53,-59,2.4,1.6
1123,-49,-59,2.4,1.6
1124,-49,-53,2.4,1.6
1125,-53,-53,2.4,1.6
1126,-53,-64,2.4,1.6
1127,-49,-64,2.4,1.6
1128,-49,-56,2.4,1.6
1129,-49,-56,2.4,1.6
1130,-49,-59,2.4,1.6
1131,-49,-59,2.4,1.6
1132,-49,-64,2.4,1.6
1133,-49,-65,2.4,1.6
1134,-49,-53,2.4,1.6
1135,-52,-53,2.4,1.6
1136,-53,-65,2.4,1.6
1137,-49,-65,2.4,1.6
1138,-49,-59,2.4,1.6
1139,-49,-67,2.4,1.6
1140,-49,-65,2.4,1.6
1141,-49,-53,2.4,1.6
1142,-53,-53,2.4,1.6
1143,-53,-59,2.4,1.6
1144,-49,-59,2.4,1.6
1145,-49,-53,2.4,1.6
1146,-53,-53,2.4,1.6
1147,-53,-64,2.4,1.6
1148,-49,-65,2.4,1.6
1149,-49,-59,2.4,1.6
1150,-50,-59,2.4,1.6
1151,-50,-53,2.4,1.6
1152,-54,-53,2.4,1.6
1153,-54,-53,2.4,1.6
1154,-54,-53,2.4,1.6
1155,-54,-59,2.4,1.6
1156,-51,-59,2.4,1.6
1157,-51,-53,2.4,1.6
1158,-49,-53,2.4,1.6
1159,-50,-53,2.4,1.6
1160,-54,-53,2.4,1.6
1161,-54,-59,2.4,1.6
1162,-55,-59,2.4,1.6
1163,-51,-64,2.4,1.6
1164,-54,-65,2.4,1.6
1165,-54,-59,2.4,1.6
1166,-51,-59,2.4,1.6
1167,-51,-65,2.4,1.6
1168,-49,-65,2.4,1.6
1169,-50,-53,2.4,1.6
1170,-57,-53,2.4,1.6
1171,-54,-59,2.4,1.6
1172,-49,-59,2.4,1.6
1173,-49,-53,2.4,1.6
1174,-53,-53,2.4,1.6
1175,-54,-59,2.4,1.6
1176,-53,-59,2.4,1.6
1177,-53,-64,2.4,1.6
1178,-53,-64,2.4,1.6
1179,-53,-58,2.4,1.6
1180,-49,-53,2.4,1.6
1181,-53,-53,2.4,1.6
1182,-53,-58,2.4,1.6
1183,-50,-59,2.4,1.6
1184,-50,-64,2.4,1.6
1185,-53,-64,2.4,1.6
1186,-53,-58,2.4,1.6
1187,-50,-59,2.4,1.6
1188,-50,-64,2.4,1.6
1189,-49,-64,2.4,1.6
1190,-49,-53,2.4,1.6
1191,-53,-53,2.4,1.6
1192,-53,-58,2.4,1.6
1193,-49,-59,2.4,1.6
1194,-49,-53,2.4,1.6
1195,-53,-53,2.4,1.6
1196,-53,-58,2.4,1.6
1197,-53,-59,2.4,1.6
1198,-53,-64,2.4,1.6
1199,-49,-64,2.4,1.6
1200,-52,-52,2.8,1.2
1201,-56,-67,2.8,1.2
1202,-56,-52,2.8,1.2
1203,-60,-51,2.8,1.2
1204,-61,-80,2.8,1.2
1205,-61,-68,2.8,1.2
1206,-60,-68,2.8,1.2
1207,-60,-67,2.8,1.2
1208,-57,-67,2.8,1.2
1209,-57,-60,2.8,1.2
1210,-58,-60,2.8,1.2
1211,-58,-60,2.8,1.2
1212,-55,-61,2.8,1.2
1213,-55,-69,2.8,1.2
1214,-58,-69,2.8,1.2
1215,-58,-69,2.8,1.2
1216,-54,-69,2.8,1.2
1217,-54,-68,2.8,1.2
1218,-54,-68,2.8,1.2
1219,-54,-52,2.8,1.2
1220,-57,-52,2.8,1.2
1221,-57,-62,2.8,1.2
1222,-54,-62,2.8,1.2
1223,-55,-53,2.8,1.2
1224,-57,-53,2.8,1.2
1225,-57,-60,2.8,1.2
1226,-57,-61,2.8,1.2
1227,-58,-64,2.8,1.2
1228,-55,-64,2.8,1.2
1229,-55,-51,2.8,1.2
1230,-54,-51,2.8,1.2
1231,-54,-58,2.8,1.2
1232,-54,-58,2.8,1.2
1233,-54,-65,2.8,1.2
1234,-54,-65,2.8,1.2
1235,-54,-58,2.8,1.2
1236,-55,-59,2.8,1.2
1237,-55,-59,2.8,1.2
1238,-52,-59,2.8,1.2
1239,-52,-65,2.8,1.2
1240,-54,-65,2.8,1.2
1241,-54,-52,2.8,1.2
1242,-55,-52,2.8,1.2
1243,-55,-60,2.8,1.2
1244,-53,-60,2.8,1.2
1245,-53,-66,2.8,1.2
1246,-55,-66,2.8,1.2
1247,-55,-52,2.8,1.2
1248,-55,-52,2.8,1.2
1249,-55,-60,2.8,1.2
1250,-55,-60,2.8,1.2
1251,-55,-52,2.8,1.2
1252,-55,-52,2.8,1.2
1253,-55,-67,2.8,1.2
1254,-55,-67,2.8,1.2
1255,-55,-61,2.8,1.2
1256,-54,-61,2.8,1.2
1257,-54,-52,2.8,1.2
1258,-55,-52,2.8,1.2
1259,-56,-60,2.8,1.2
1260,-54,-60,2.8,1.2
1261,-54,-66,2.8,1.2
1262,-55,-66,2.8,1.2
1263,-56,-59,2.8,1.2
1264,-55,-52,2.8,1.2
1265,-55,-52,2.8,1.2
1266,-56,-60,2.8,1.2
1267,-56,-60,2.8,1.2
1268,-56,-52,2.8,1.2
1269,-56,-52,2.8,1.2
1270,-56,-66,2.8,1.2
1271,-56,-66,2.8,1.2
1272,-56,-52,2.8,1.2
1273,-55,-52,2.8,1.2
1274,-55,-66,2.8,1.2
1275,-55,-66,2.8,1.2
1276,-56,-52,2.8,1.2
1277,-56,-52,2.8,1.2
1278,-56,-66,2.8,1.2
1279,-56,-66,2.8,1.2
1280,-56,-52,2.8,1.2
1281,-55,-52,2.8,1.2
1282,-55,-60,2.8,1.2
1283,-56,-61,2.8,1.2
1284,-56,-66,2.8,1.2
1285,-56,-66,2.8,1.2
1286,-56,-52,2.8,1.2
1287,-55,-52,2.8,1.2
1288,-55,-60,2.8,1.2
1289,-55,-60,2.8,1.2
1290,-55,-60,2.8,1.2
1291,-55,-60,2.8,1.2
1292,-55,-66,2.8,1.2
1293,-55,-66,2.8,1.2
1294,-55,-60,2.8,1.2
1295,-55,-60,2.8,1.2
1296,-55,-66,2.8,1.2
1297,-55,-66,2.8,1.2
1298,-55,-51,2.8,1.2
1299,-55,-51,2.8,1.2
1300,-55,-60,2.8,1.2
1301,-54,-60,2.8,1.2
1302,-54,-51,2.8,1.2
1303,-55,-51,2.8,1.2
1304,-55,-59,2.8,1.2
1305,-54,-59,2.8,1.2
1306,-54,-66,2.8,1.2
1307,-55,-66,2.8,1.2
1308,-56,-51,2.8,1.2
1309,-55,-51,2.8,1.2
1310,-55,-59,2.8,1.2
1311,-54,-60,2.8,1.2
1312,-54,-65,2.8,1.2
1313,-55,-65,2.8,1.2
1314,-56,-51,2.8,1.2
1315,-55,-51,2.8,1.2
1316,-56,-59,2.8,1.2
1317,-54,-59,2.8,1.2
1318,-54,-51,2.8,1.2
1319,-55,-51,2.8,1.2
1320,-55,-59,2.8,1.2
1321,-54,-59,2.8,1.2
1322,-54,-59,2.8,1.2
1323,-56,-65,2.8,1.2
1324,-56,-65,2.8,1.2
1325,-56,-53,2.8,1.2
1326,-55,-51,2.8,1.2
1327,-55,-59,2.8,1.2
1328,-56,-59,2.8,1.2
1329,-56,-65,2.8,1.2
1330,-55,-65,2.8,1.2
1331,-55,-65,2.8,1.2
1332,-55,-59,2.8,1.2
1333,-57,-59,2.8,1.2
1334,-57,-64,2.8,1.2
1335,-56,-65,2.8,1.2
1336,-56,-65,2.8,1.2
1337,-57,-65,2.8,1.2
1338,-55,-59,2.8,1.2
1339,-57,-59,2.8,1.2
1340,-57,-64,2.8,1.2
1341,-56,-64,2.8,1.2
1342,-56,-59,2.8,1.2
1343,-56,-59,2.8,1.2
1344,-56,-64,2.8,1.2
1345,-55,-65,2.8,1.2
1346,-55,-50,2.8,1.2
1347,-55,-50,2.8,1.2
1348,-55,-59,2.8,1.2
1349,-56,-59,2.8,1.2
1350,-56,-65,2.8,1.2
1351,-54,-65,2.8,1.2
1352,-55,-59,2.8,1.2
1353,-54,-59,2.8,1.2
1354,-54,-64,2.8,1.2
1355,-54,-64,2.8,1.2
1356,-54,-64,2.8,1.2
1357,-54,-64,2.8,1.2
1358,-55,-58,2.8,1.2
1359,-55,-59,2.8,1.2
1360,-55,-50,2.8,1.2
1361,-56,-50,2.8,1.2
1362,-56,-59,2.8,1.2
1363,-54,-59,2.8,1.2
1364,-54,-64,2.8,1.2
1365,-56,-64,2.8,1.2
1366,-56,-64,2.8,1.2
1367,-55,-64,2.8,1.2
1368,-55,-50,2.8,1.2
1369,-54,-50,2.8,1.2
1370,-54,-59,2.8,1.2
1371,-56,-59,2.8,1.2
1372,-56,-50,2.8,1.2
1373,-54,-50,2.8,1.2
1374,-54,-59,2.8,1.2
1375,-56,-59,2.8,1.2
1376,-56,-64,2.8,1.2
1377,-56,-64,2.8,1.2
1378,-56,-51,2.8,1.2
1379,-54,-51,2.8,1.2
1380,-54,-59,2.8,1.2
1381,-55,-60,2.8,1.2
1382,-55,-64,2.8,1.2
1383,-55,-64,2.8,1.2
1384,-55,-51,2.8,1.2
1385,-54,-51,2.8,1.2
1386,-54,-59,2.8,1.2
1387,-55,-59,2.8,1.2
1388,-55,-64,2.8,1.2
1389,-55,-64,2.8,1.2
1390,-55,-51,2.8,1.2
1391,-54,-51,2.8,1.2
1392,-54,-63,2.8,1.2
1393,-56,-64,2.8,1.2
1394,-56,-51,2.8,1.2
1395,-54,-51,2.8,1.2
1396,-54,-59,2.8,1.2
1397,-54,-59,2.8,1.2
1398,-54,-64,2.8,1.2
1399,-54,-64,2.8,1.2
1400,-49,-47,3.2,0.8
1401,-58,-47,3.2,0.8
1402,-49,-47,3.2,0.8
1403,-49,-57,3.2,0.8
1404,-50,-58,3.2,0.8
1405,-50,-53,3.2,0.8
1406,-65,-53,3.2,0.8
1407,-65,-59,3.2,0.8
1408,-50,-59,3.2,0.8
1409,-50,-51,3.2,0.8
1410,-60,-51,3.2,0.8
1411,-60,-75,3.2,0.8
1412,-48,-55,3.2,0.8
1413,-49,-55,3.2,0.8
1414,-49,-50,3.2,0.8
1415,-47,-50,3.2,0.8
1416,-47,-70,3.2,0.8
1417,-59,-50,3.2,0.8
1418,-59,-50,3.2,0.8
1419,-59,-67,3.2,0.8
1420,-47,-67,3.2,0.8
1421,-47,-49,3.2,0.8
1422,-59,-49,3.2,0.8
1423,-59,-52,3.2,0.8
1424,-48,-52,3.2,0.8
1425,-48,-65,3.2,0.8
1426,-49,-66,3.2,0.8
1427,-49,-49,3.2,0.8
1428,-59,-48,3.2,0.8
1429,-59,-52,3.2,0.8
1430,-48,-52,3.2,0.8
1431,-48,-64,3.2,0.8
1432,-49,-64,3.2,0.8
1433,-49,-48,3.2,0.8
1434,-59,-48,3.2,0.8
1435,-59,-52,3.2,0.8
1436,-49,-52,3.2,0.8
1437,-49,-48,3.2,0.8
1438,-59,-48,3.2,0.8
1439,-59,-52,3.2,0.8
1440,-48,-52,3.2,0.8
1441,-48,-48,3.2,0.8
1442,-48,-48,3.2,0.8
1443,-49,-64,3.2,0.8
1444,-48,-64,3.2,0.8
1445,-48,-64,3.2,0.8
1446,-48,-64,3.2,0.8
1447,-49,-48,3.2,0.8
1448,-58,-48,3.2,0.8
1449,-58,-63,3.2,0.8
1450,-49,-64,3.2,0.8
1451,-49,-48,3.2,0.8
1452,-59,-48,3.2,0.8
1453,-59,-51,3.2,0.8
1454,-49,-51,3.2,0.8
1455,-48,-62,3.2,0.8
1456,-59,-63,3.2,0.8
1457,-59,-51,3.2,0.8
1458,-49,-51,3.2,0.8
1459,-49,-62,3.2,0.8
1460,-49,-62,3.2,0.8
1461,-49,-47,3.2,0.8
1462,-49,-47,3.2,0.8
1463,-49,-51,3.2,0.8
1464,-48,-51,3.2,0.8
1465,-49,-47,3.2,0.8
1466,-59,-47,3.2,0.8
1467,-59,-51,3.2,0.8
1468,-49,-51,3.2,0.8
1469,-49,-47,3.2,0.8
1470,-58,-47,3.2,0.8
1471,-59,-51,3.2,0.8
1472,-49,-51,3.2,0.8
1473,-48,-62,3.2,0.8
1474,-59,-62,3.2,0.8
1475,-59,-62,3.2,0.8
1476,-60,-62,3.2,0.8
1477,-60,-52,3.2,0.8
1478,-49,-52,3.2,0.8
1479,-49,-68,3.2,0.8
1480,-49,-68,3.2,0.8
1481,-49,-50,3.2,0.8
1482,-60,-50,3.2,0.8
1483,-60,-54,3.2,0.8
1484,-48,-54,3.2,0.8
1485,-49,-50,3.2,0.8
1486,-59,-50,3.2,0.8
1487,-59,-52,3.2,0.8
1488,-49,-53,3.2,0.8
1489,-49,-48,3.2,0.8
1490,-59,-48,3.2,0.8
1491,-59,-50,3.2,0.8
1492,-48,-50,3.2,0.8
1493,-48,-62,3.2,0.8
1494,-49,-62,3.2,0.8
1495,-49,-47,3.2,0.8
1496,-58,-47,3.2,0.8
1497,-58,-50,3.2,0.8
1498,-48,-51,3.2,0.8
1499,-48,-62,3.2,0.8
1500,-49,-62,3.2,0.8
1501,-49,-47,3.2,0.8
1502,-59,-47,3.2,0.8
1503,-59,-50,3.2,0.8
1504,-49,-50,3.2,0.8
1505,-49,-47,3.2,0.8
1506,-59,-47,3.2,0.8
1507,-59,-51,3.2,0.8
1508,-59,-51,3.2,0.8
1509,-59,-65,3.2,0.8
1510,-48,-65,3.2,0.8
1511,-48,-47,3.2,0.8
1512,-49,-47,3.2,0.8
1513,-49,-47,3.2,0.8
1514,-60,-47,3.2,0.8
1515,-60,-51,3.2,0.8
1516,-49,-51,3.2,0.8
1517,-49,-67,3.2,0.8
1518,-60,-67,3.2,0.8
1519,-60,-53,3.2,0.8
1520,-49,-53,3.2,0.8
1521,-49,-74,3.2,0.8
1522,-48,-73,3.2,0.8
1523,-48,-49,3.2,0.8
1524,-60,-49,3.2,0.8
1525,-60,-53,3.2,0.8
1526,-48,-53,3.2,0.8
1527,-48,-48,3.2,0.8
1528,-60,-48,3.2,0.8
1529,-60,-49,3.2,0.8
1530,-60,-52,3.2,0.8
1531,-60,-68,3.2,0.8
1532,-48,-68,3.2,0.8
1533,-48,-52,3.2,0.8
1534,-49,-53,3.2,0.8
1535,-49,-52,3.2,0.8
1536,-49,-52,3.2,0.8
1537,-49,-68,3.2,0.8
1538,-48,-67,3.2,0.8
1539,-48,-52,3.2,0.8
1540,-49,-52,3.2,0.8
1541,-49,-68,3.2,0.8
1542,-48,-68,3.2,0.8
1543,-48,-48,3.2,0.8
1544,-59,-48,3.2,0.8
1545,-59,-68,3.2,0.8
1546,-59,-68,3.2,0.8
1547,-59,-53,3.2,0.8
1548,-49,-54,3.2,0.8
1549,-49,-74,3.2,0.8
1550,-49,-54,3.2,0.8
1551,-60,-54,3.2,0.8
1552,-60,-67,3.2,0.8
1553,-49,-67,3.2,0.8
1554,-49,-52,3.2,0.8
1555,-49,-52,3.2,0.8
1556,-49,-51,3.2,0.8
1557,-49,-51,3.2,0.8
1558,-49,-65,3.2,0.8
1559,-46,-65,3.2,0.8
1560,-49,-64,3.2,0.8
1561,-49,-64,3.2,0.8
1562,-49,-52,3.2,0.8
1563,-50,-52,3.2,0.8
1564,-50,-63,3.2,0.8
1565,-49,-63,3.2,0.8
1566,-49,-48,3.2,0.8
1567,-60,-48,3.2,0.8
1568,-60,-51,3.2,0.8
1569,-50,-51,3.2,0.8
1570,-50,-61,3.2,0.8
1571,-49,-61,3.2,0.8
1572,-49,-47,3.2,0.8
1573,-59,-47,3.2,0.8
1574,-59,-50,3.2,0.8
1575,-49,-51,3.2,0.8
1576,-49,-62,3.2,0.8
1577,-49,-63,3.2,0.8
1578,-49,-47,3.2,0.8
1579,-59,-47,3.2,0.8
1580,-59,-63,3.2,0.8
1581,-49,-63,3.2,0.8
1582,-49,-47,3.2,0.8
1583,-59,-48,3.2,0.8
1584,-59,-50,3.2,0.8
1585,-49,-50,3.2,0.8
1586,-49,-63,3.2,0.8
1587,-59,-63,3.2,0.8
1588,-59,-50,3.2,0.8
1589,-49,-50,3.2,0.8
1590,-49,-63,3.2,0.8
1591,-49,-63,3.2,0.8
1592,-49,-47,3.2,0.8
1593,-60,-47,3.2,0.8
1594,-60,-50,3.2,0.8
1595,-49,-51,3.2,0.8
1596,-49,-47,3.2,0.8
1597,-59,-47,3.2,0.8
1598,-59,-50,3.2,0.8
1599,-60,-50,3.2,0.8
